kit_id,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,leiden_cluster,lca_class,franchise_rollup,gateA_group
d3-frenzy-h90,-0.1030598232546265,0.28832975855487253,-0.2970887592173028,0.8370047658811774,0.07819531536351575,0.6505284516191097,-0.3698167119979389,-0.8251386097670746,0.3014242090022055,0.2558413114668815,0.05416175199121133,0.1464057978032882,-0.21411754346351186,0.03917830255983616,20,2,Diablo,TRAP-MINE
d3-god-hungering,0.5820548021974664,0.029346333894412723,-0.3104802224104908,0.47569133709686384,-0.5844359877686942,0.11587031634368765,0.12134733448377497,-0.507829120119566,0.16496810397652098,0.4667656199469064,-0.12471107710918049,0.5227582784408911,-0.4586034307719988,0.5676358859478577,71,0,Diablo,
d3-helltooth-garg,-0.4408828543745333,-0.34025718011126777,-0.26116707693317054,-0.2757026600040515,0.21851297294445154,0.34778328315674106,-0.14375610724153326,-0.11090275207462034,-0.30896736781322776,0.2682508298225166,-0.05786181370960779,0.12914436984206498,0.3971235327598765,0.33853179589248,12,2,Diablo,
d3-ik-hota,-0.3095835275408279,0.07560792162089457,-0.11543083077731373,0.21900645146973896,-0.10147684502873941,0.24368751790011872,0.17061221835100845,0.27789253252445323,-0.3155746289755424,0.0711295982592474,-0.2303134200242465,-0.09231330225141565,0.34712951761031924,0.13195764747072683,11,2,Diablo,
d3-inarius-bonestorm,0.24247157981047693,0.031988767437963125,-0.41172106983719853,0.24933573435402884,0.22970086030659065,0.23790099687606747,0.29857219692319265,0.03702695062362025,-0.2914416913234725,-0.18673501171072446,-0.14117067236192876,-0.13988066566128018,-0.22082845411123894,-0.010074807130739334,86,1,Diablo,
d3-inna-allies,-0.6359625620060789,-0.5436872316744759,-0.12942672664575924,-0.26905171935559774,0.028111949127167957,0.21301748017011463,0.007782591506933835,-0.11351130607037348,-0.11192025107046986,0.15666346198832862,0.11132274365514384,0.17284555518464417,0.1457517167646265,0.15419471731816473,35,2,Diablo,
d3-invoker-thorns,0.09671655261185906,-0.2706637851322598,-0.20060872769886837,0.1975802854535236,0.543997583815587,0.49010321326978845,0.8195625151081841,0.13251002443821622,0.34460804935425676,0.2364042560059576,0.4965342371142553,0.05821794156679174,0.21711678003937962,-0.5428116809939377,15,2,Diablo,
d3-jade-harvester,-0.6262773525127169,-0.004064808265359634,0.0979786747426518,0.29629599248401867,-0.16708543489752473,0.13436056248772707,0.16960904435161933,0.2313913441647317,-0.2454599998885972,0.43947074682483617,-0.3729672910801458,0.022530145231287997,-0.09532907457032529,0.2428116270957048,107,2,Diablo,
d3-leapquake,-0.45957076334182445,-0.3699711841148432,0.2209509799394267,0.7185705157826485,0.16746600303643874,-0.6303902886823647,0.17041007307003703,-0.16396891315302056,-0.31923215842914127,-0.04932264397242145,0.3883703839812001,0.14841811446157221,-0.6601359722861647,0.06930154337384044,31,2,Diablo,
d3-lod-archetype,0.056377240783796016,0.1288703843519171,-0.42659567847829805,-0.30124318739671,0.27857793838858314,-0.14361195740157592,-0.30131181547167873,0.5970825231628832,0.259879029512511,0.3299508264959969,-0.6770778473839507,-0.3352725522473212,0.10664565120287246,-0.0013392973916405706,8,1,Diablo,
d3-lod-bazooka,-0.5691465189402682,0.3012620553548225,0.575686978603634,0.04565926229392792,-0.4166763701894475,0.3850258031286906,0.11694391438315277,0.8932453451341179,0.3037402028778735,0.047602489892238184,0.577979255347731,0.21612875243567767,0.0021025127776930857,0.414834761522619,39,2,Diablo,
d3-lon-bombardment,-0.5870770317508099,0.068161025318767,0.08687601791054354,0.11886982367921128,-0.16415996023140914,0.03568263853553294,0.10287748640605365,0.0963636047514747,-0.17787587903540716,0.22435613041647212,-0.3007727336740314,-0.2092712277067257,0.020949086947452598,0.30154144113018533,108,2,Diablo,
